,day,employee_headcount,company_id,mean_seniority,mean_salary
0,2011-06-13,658,1,14.063829787234043,152987.84194528876
0,2011-06-13,313,2,14.434504792332268,159175.71884984025
0,2011-06-13,219,3,14.210045662100457,127707.76255707763
0,2011-06-13,137,4,13.401459854014599,123343.06569343066
0,2011-06-13,142,5,13.992957746478874,124415.49295774648
0,2011-06-13,103,6,15.310679611650485,132990.29126213593
0,2011-06-13,89,7,13.898876404494382,125382.02247191011
0,2011-06-13,88,8,12.818181818181818,115909.09090909091
0,2011-06-13,79,9,15.139240506329115,122063.29113924051
0,2011-06-13,55,10,14.763636363636364,121181.81818181818
0,2011-06-13,1,11,8.0,115000.0
0,2011-06-13,3,12,13.333333333333334,53666.666666666664
0,2011-06-14,687,1,14.026200873362445,152622.99854439593
0,2011-06-14,328,2,14.283536585365853,158240.8536585366
0,2011-06-14,227,3,14.308370044052863,127599.11894273128
0,2011-06-14,143,4,13.461538461538462,123258.74125874125
0,2011-06-14,150,5,14.306666666666667,127140.0
0,2011-06-14,108,6,15.342592592592593,133935.1851851852
0,2011-06-14,90,7,13.911111111111111,124877.77777777778
0,2011-06-14,89,8,12.797752808988765,116224.7191011236
0,2011-06-14,82,9,15.048780487804878,121231.70731707317
0,2011-06-14,58,10,14.775862068965518,120689.6551724138
0,2011-06-14,1,11,8.0,115000.0
0,2011-06-14,3,12,13.333333333333334,53666.666666666664
0,2011-06-15,689,1,14.039187227866472,152782.29317851958
0,2011-06-15,330,2,14.257575757575758,157896.9696969697
0,2011-06-15,227,3,14.308370044052863,127599.11894273128
0,2011-06-15,143,4,13.461538461538462,123258.74125874125
0,2011-06-15,151,5,14.350993377483444,127860.92715231788
0,2011-06-15,108,6,15.342592592592593,133935.1851851852
0,2011-06-15,91,7,13.901098901098901,124142.85714285714
0,2011-06-15,89,8,12.797752808988765,116224.7191011236
0,2011-06-15,82,9,15.048780487804878,121231.70731707317
0,2011-06-15,59,10,14.847457627118644,120152.54237288136
0,2011-06-15,1,11,8.0,115000.0
0,2011-06-15,3,12,13.333333333333334,53666.666666666664
0,2011-06-16,690,1,14.023188405797102,152630.4347826087
0,2011-06-16,332,2,14.216867469879517,157774.09638554216
0,2011-06-16,229,3,14.34061135371179,127877.72925764193
0,2011-06-16,145,4,13.420689655172414,122875.86206896552
0,2011-06-16,151,5,14.350993377483444,127860.92715231788
0,2011-06-16,109,6,15.302752293577981,133311.9266055046
0,2011-06-16,91,7,13.901098901098901,124142.85714285714
0,2011-06-16,89,8,12.797752808988765,116224.7191011236
0,2011-06-16,82,9,15.048780487804878,121231.70731707317
0,2011-06-16,59,10,14.847457627118644,120152.54237288136
0,2011-06-16,1,11,8.0,115000.0
0,2011-06-16,3,12,13.333333333333334,53666.666666666664
0,2011-06-17,690,1,14.023188405797102,152630.4347826087
0,2011-06-17,333,2,14.207207207207206,157819.81981981982
0,2011-06-17,229,3,14.34061135371179,127877.72925764193
0,2011-06-17,145,4,13.420689655172414,122875.86206896552
0,2011-06-17,151,5,14.350993377483444,127860.92715231788
0,2011-06-17,109,6,15.302752293577981,133311.9266055046
0,2011-06-17,92,7,13.847826086956522,124478.26086956522
0,2011-06-17,89,8,12.797752808988765,116224.7191011236
0,2011-06-17,82,9,15.048780487804878,121231.70731707317
0,2011-06-17,59,10,14.847457627118644,120152.54237288136
0,2011-06-17,1,11,8.0,115000.0
0,2011-06-17,3,12,13.333333333333334,53666.666666666664
0,2011-06-18,690,1,14.023188405797102,152630.4347826087
0,2011-06-18,333,2,14.207207207207206,157819.81981981982
0,2011-06-18,229,3,14.34061135371179,127877.72925764193
0,2011-06-18,145,4,13.420689655172414,122875.86206896552
0,2011-06-18,151,5,14.350993377483444,127860.92715231788
0,2011-06-18,109,6,15.302752293577981,133311.9266055046
0,2011-06-18,92,7,13.847826086956522,124478.26086956522
0,2011-06-18,89,8,12.797752808988765,116224.7191011236
0,2011-06-18,82,9,15.048780487804878,121231.70731707317
0,2011-06-18,59,10,14.847457627118644,120152.54237288136
0,2011-06-18,1,11,8.0,115000.0
0,2011-06-18,3,12,13.333333333333334,53666.666666666664
0,2011-06-19,690,1,14.023188405797102,152630.4347826087
0,2011-06-19,333,2,14.207207207207206,157819.81981981982
0,2011-06-19,229,3,14.34061135371179,127877.72925764193
0,2011-06-19,145,4,13.420689655172414,122875.86206896552
0,2011-06-19,151,5,14.350993377483444,127860.92715231788
0,2011-06-19,109,6,15.302752293577981,133311.9266055046
0,2011-06-19,92,7,13.847826086956522,124478.26086956522
0,2011-06-19,89,8,12.797752808988765,116224.7191011236
0,2011-06-19,82,9,15.048780487804878,121231.70731707317
0,2011-06-19,59,10,14.847457627118644,120152.54237288136
0,2011-06-19,1,11,8.0,115000.0
0,2011-06-19,3,12,13.333333333333334,53666.666666666664
0,2011-06-20,690,1,14.023188405797102,152630.4347826087
0,2011-06-20,333,2,14.207207207207206,157819.81981981982
0,2011-06-20,229,3,14.34061135371179,127877.72925764193
0,2011-06-20,145,4,13.420689655172414,122875.86206896552
0,2011-06-20,151,5,14.350993377483444,127860.92715231788
0,2011-06-20,109,6,15.302752293577981,133311.9266055046
0,2011-06-20,92,7,13.847826086956522,124478.26086956522
0,2011-06-20,89,8,12.797752808988765,116224.7191011236
0,2011-06-20,82,9,15.048780487804878,121231.70731707317
0,2011-06-20,59,10,14.847457627118644,120152.54237288136
0,2011-06-20,1,11,8.0,115000.0
0,2011-06-20,3,12,13.333333333333334,53666.666666666664
0,2011-06-21,719,1,14.026425591098748,152171.0709318498
0,2011-06-21,344,2,14.154069767441861,158424.41860465117
0,2011-06-21,237,3,14.417721518987342,127717.29957805907
0,2011-06-21,156,4,13.557692307692308,124557.69230769231
0,2011-06-21,154,5,14.46103896103896,128759.74025974025
0,2011-06-21,114,6,15.087719298245615,132535.08771929826
0,2011-06-21,98,7,13.642857142857142,122520.40816326531
0,2011-06-21,93,8,12.53763440860215,113817.20430107527
0,2011-06-21,83,9,15.072289156626505,120891.56626506025
0,2011-06-21,63,10,15.158730158730158,120936.50793650794
0,2011-06-21,1,11,8.0,115000.0
0,2011-06-21,4,12,15.5,67500.0
0,2011-06-22,723,1,14.02627939142462,152280.7745504841
0,2011-06-22,348,2,14.181034482758621,158485.63218390805
0,2011-06-22,238,3,14.365546218487395,127474.78991596638
0,2011-06-22,156,4,13.557692307692308,124557.69230769231
0,2011-06-22,154,5,14.46103896103896,128759.74025974025
0,2011-06-22,114,6,15.087719298245615,132535.08771929826
0,2011-06-22,98,7,13.642857142857142,122520.40816326531
0,2011-06-22,93,8,12.53763440860215,113817.20430107527
0,2011-06-22,83,9,15.072289156626505,120891.56626506025
0,2011-06-22,63,10,15.158730158730158,120936.50793650794
0,2011-06-22,1,11,8.0,115000.0
0,2011-06-22,4,12,15.5,67500.0
0,2011-06-23,724,1,14.030386740331492,152542.817679558
0,2011-06-23,349,2,14.163323782234958,158578.7965616046
0,2011-06-23,238,3,14.365546218487395,127474.78991596638
0,2011-06-23,156,4,13.557692307692308,124557.69230769231
0,2011-06-23,154,5,14.46103896103896,128759.74025974025
0,2011-06-23,115,6,15.165217391304347,132843.47826086957
0,2011-06-23,99,7,13.626262626262626,122989.898989899
0,2011-06-23,93,8,12.53763440860215,113817.20430107527
0,2011-06-23,83,9,15.072289156626505,120891.56626506025
0,2011-06-23,63,10,15.158730158730158,120936.50793650794
0,2011-06-23,1,11,8.0,115000.0
0,2011-06-23,4,12,15.5,67500.0
0,2011-06-24,726,1,14.002754820936639,152234.15977961433
0,2011-06-24,349,2,14.163323782234958,158578.7965616046
0,2011-06-24,238,3,14.365546218487395,127474.78991596638
0,2011-06-24,156,4,13.557692307692308,124557.69230769231
0,2011-06-24,154,5,14.46103896103896,128759.74025974025
0,2011-06-24,115,6,15.165217391304347,132843.47826086957
0,2011-06-24,100,7,13.5,121980.0
0,2011-06-24,93,8,12.53763440860215,113817.20430107527
0,2011-06-24,83,9,15.072289156626505,120891.56626506025
0,2011-06-24,63,10,15.158730158730158,120936.50793650794
0,2011-06-24,1,11,8.0,115000.0
0,2011-06-24,4,12,15.5,67500.0
0,2011-06-25,726,1,14.002754820936639,152234.15977961433
0,2011-06-25,349,2,14.163323782234958,158578.7965616046
0,2011-06-25,238,3,14.365546218487395,127474.78991596638
0,2011-06-25,156,4,13.557692307692308,124557.69230769231
0,2011-06-25,154,5,14.46103896103896,128759.74025974025
0,2011-06-25,115,6,15.165217391304347,132843.47826086957
0,2011-06-25,100,7,13.5,121980.0
0,2011-06-25,93,8,12.53763440860215,113817.20430107527
0,2011-06-25,83,9,15.072289156626505,120891.56626506025
0,2011-06-25,63,10,15.158730158730158,120936.50793650794
0,2011-06-25,1,11,8.0,115000.0
0,2011-06-25,4,12,15.5,67500.0
0,2011-06-26,726,1,14.002754820936639,152234.15977961433
0,2011-06-26,349,2,14.163323782234958,158578.7965616046
0,2011-06-26,238,3,14.365546218487395,127474.78991596638
0,2011-06-26,156,4,13.557692307692308,124557.69230769231
0,2011-06-26,154,5,14.46103896103896,128759.74025974025
0,2011-06-26,115,6,15.165217391304347,132843.47826086957
0,2011-06-26,100,7,13.5,121980.0
0,2011-06-26,93,8,12.53763440860215,113817.20430107527
0,2011-06-26,83,9,15.072289156626505,120891.56626506025
0,2011-06-26,63,10,15.158730158730158,120936.50793650794
0,2011-06-26,1,11,8.0,115000.0
0,2011-06-26,4,12,15.5,67500.0
0,2011-06-27,726,1,14.002754820936639,152234.15977961433
0,2011-06-27,349,2,14.163323782234958,158578.7965616046
0,2011-06-27,238,3,14.365546218487395,127474.78991596638
0,2011-06-27,156,4,13.557692307692308,124557.69230769231
0,2011-06-27,154,5,14.46103896103896,128759.74025974025
0,2011-06-27,115,6,15.165217391304347,132843.47826086957
0,2011-06-27,100,7,13.5,121980.0
0,2011-06-27,93,8,12.53763440860215,113817.20430107527
0,2011-06-27,83,9,15.072289156626505,120891.56626506025
0,2011-06-27,63,10,15.158730158730158,120936.50793650794
0,2011-06-27,1,11,8.0,115000.0
0,2011-06-27,4,12,15.5,67500.0
0,2011-06-28,748,1,13.985294117647058,152451.871657754
0,2011-06-28,358,2,14.033519553072626,157796.08938547486
0,2011-06-28,242,3,14.429752066115702,128008.26446280992
0,2011-06-28,161,4,13.571428571428571,124726.70807453417
0,2011-06-28,166,5,14.493975903614459,126939.75903614458
0,2011-06-28,122,6,15.01639344262295,131237.70491803277
0,2011-06-28,103,7,13.650485436893204,122106.79611650485
0,2011-06-28,96,8,12.645833333333334,114645.83333333333
0,2011-06-28,86,9,15.069767441860465,121023.25581395348
0,2011-06-28,66,10,15.121212121212121,122151.51515151515
0,2011-06-28,1,11,8.0,115000.0
0,2011-06-28,4,12,15.5,67500.0
0,2011-06-29,753,1,13.96148738379814,152382.47011952192
0,2011-06-29,360,2,14.055555555555555,157694.44444444444
0,2011-06-29,245,3,14.395918367346939,128346.9387755102
0,2011-06-29,163,4,13.588957055214724,125226.99386503067
0,2011-06-29,169,5,14.449704142011834,126899.40828402367
0,2011-06-29,123,6,14.967479674796747,130934.9593495935
0,2011-06-29,103,7,13.650485436893204,122106.79611650485
0,2011-06-29,96,8,12.645833333333334,114645.83333333333
0,2011-06-29,86,9,15.069767441860465,121023.25581395348
0,2011-06-29,66,10,15.121212121212121,122151.51515151515
0,2011-06-29,1,11,8.0,115000.0
0,2011-06-29,4,12,15.5,67500.0
0,2011-06-30,754,1,13.97214854111406,152444.29708222812
0,2011-06-30,361,2,14.066481994459833,158055.40166204987
0,2011-06-30,245,3,14.395918367346939,128346.9387755102
0,2011-06-30,163,4,13.588957055214724,125226.99386503067
0,2011-06-30,170,5,14.5,127105.88235294117
0,2011-06-30,123,6,14.967479674796747,130934.9593495935
0,2011-06-30,104,7,13.740384615384615,121788.46153846153
0,2011-06-30,96,8,12.645833333333334,114645.83333333333
0,2011-06-30,86,9,15.069767441860465,121023.25581395348
0,2011-06-30,66,10,15.121212121212121,122151.51515151515
0,2011-06-30,1,11,8.0,115000.0
0,2011-06-30,4,12,15.5,67500.0
0,2011-07-01,756,1,13.98015873015873,152321.42857142858
0,2011-07-01,362,2,14.058011049723756,158132.59668508288
0,2011-07-01,245,3,14.395918367346939,128346.9387755102
0,2011-07-01,163,4,13.588957055214724,125226.99386503067
0,2011-07-01,170,5,14.5,127105.88235294117
0,2011-07-01,123,6,14.967479674796747,130934.9593495935
0,2011-07-01,104,7,13.740384615384615,121788.46153846153
0,2011-07-01,96,8,12.645833333333334,114645.83333333333
0,2011-07-01,87,9,14.908045977011493,120229.88505747127
0,2011-07-01,66,10,15.121212121212121,122151.51515151515
0,2011-07-01,1,11,8.0,115000.0
0,2011-07-01,4,12,15.5,67500.0
0,2011-07-02,756,1,13.98015873015873,152321.42857142858
0,2011-07-02,362,2,14.058011049723756,158132.59668508288
0,2011-07-02,245,3,14.395918367346939,128346.9387755102
0,2011-07-02,163,4,13.588957055214724,125226.99386503067
0,2011-07-02,170,5,14.5,127105.88235294117
0,2011-07-02,123,6,14.967479674796747,130934.9593495935
0,2011-07-02,104,7,13.740384615384615,121788.46153846153
0,2011-07-02,96,8,12.645833333333334,114645.83333333333
0,2011-07-02,87,9,14.908045977011493,120229.88505747127
0,2011-07-02,66,10,15.121212121212121,122151.51515151515
0,2011-07-02,1,11,8.0,115000.0
0,2011-07-02,4,12,15.5,67500.0
0,2011-07-03,756,1,13.98015873015873,152321.42857142858
0,2011-07-03,362,2,14.058011049723756,158132.59668508288
0,2011-07-03,245,3,14.395918367346939,128346.9387755102
0,2011-07-03,163,4,13.588957055214724,125226.99386503067
0,2011-07-03,170,5,14.5,127105.88235294117
0,2011-07-03,123,6,14.967479674796747,130934.9593495935
0,2011-07-03,104,7,13.740384615384615,121788.46153846153
0,2011-07-03,96,8,12.645833333333334,114645.83333333333
0,2011-07-03,87,9,14.908045977011493,120229.88505747127
0,2011-07-03,66,10,15.121212121212121,122151.51515151515
0,2011-07-03,1,11,8.0,115000.0
0,2011-07-03,4,12,15.5,67500.0
0,2011-07-04,756,1,13.98015873015873,152321.42857142858
0,2011-07-04,362,2,14.058011049723756,158132.59668508288
0,2011-07-04,245,3,14.395918367346939,128346.9387755102
0,2011-07-04,163,4,13.588957055214724,125226.99386503067
0,2011-07-04,170,5,14.5,127105.88235294117
0,2011-07-04,123,6,14.967479674796747,130934.9593495935
0,2011-07-04,104,7,13.740384615384615,121788.46153846153
0,2011-07-04,96,8,12.645833333333334,114645.83333333333
0,2011-07-04,87,9,14.908045977011493,120229.88505747127
0,2011-07-04,66,10,15.121212121212121,122151.51515151515
0,2011-07-04,1,11,8.0,115000.0
0,2011-07-04,4,12,15.5,67500.0
0,2011-07-05,756,1,13.98015873015873,152321.42857142858
0,2011-07-05,362,2,14.058011049723756,158132.59668508288
0,2011-07-05,245,3,14.395918367346939,128346.9387755102
0,2011-07-05,163,4,13.588957055214724,125226.99386503067
0,2011-07-05,170,5,14.5,127105.88235294117
0,2011-07-05,123,6,14.967479674796747,130934.9593495935
0,2011-07-05,104,7,13.740384615384615,121788.46153846153
0,2011-07-05,96,8,12.645833333333334,114645.83333333333
0,2011-07-05,87,9,14.908045977011493,120229.88505747127
0,2011-07-05,66,10,15.121212121212121,122151.51515151515
0,2011-07-05,1,11,8.0,115000.0
0,2011-07-05,4,12,15.5,67500.0
0,2011-07-06,780,1,13.935897435897436,151978.20512820513
0,2011-07-06,370,2,14.113513513513514,157408.1081081081
0,2011-07-06,249,3,14.333333333333334,128192.77108433735
0,2011-07-06,171,4,13.602339181286549,126573.09941520468
0,2011-07-06,174,5,14.597701149425287,128201.14942528735
0,2011-07-06,125,6,14.92,130648.0
0,2011-07-06,112,7,13.794642857142858,120366.07142857143
0,2011-07-06,100,8,12.66,115850.0
0,2011-07-06,91,9,14.780219780219781,118758.24175824175
0,2011-07-06,69,10,15.144927536231885,123579.71014492754
0,2011-07-06,1,11,8.0,115000.0
0,2011-07-06,4,12,15.5,67500.0
0,2011-07-07,781,1,13.952624839948784,151983.35467349552
0,2011-07-07,370,2,14.113513513513514,157408.1081081081
0,2011-07-07,249,3,14.333333333333334,128192.77108433735
0,2011-07-07,172,4,13.546511627906977,125965.11627906977
0,2011-07-07,174,5,14.597701149425287,128201.14942528735
0,2011-07-07,126,6,14.984126984126984,130317.46031746031
0,2011-07-07,112,7,13.794642857142858,120366.07142857143
0,2011-07-07,100,8,12.66,115850.0
0,2011-07-07,91,9,14.780219780219781,118758.24175824175
0,2011-07-07,69,10,15.144927536231885,123579.71014492754
0,2011-07-07,1,11,8.0,115000.0
0,2011-07-07,4,12,15.5,67500.0
0,2011-07-08,782,1,13.960358056265985,152189.25831202045
0,2011-07-08,370,2,14.113513513513514,157408.1081081081
0,2011-07-08,250,3,14.288,127948.0
0,2011-07-08,172,4,13.546511627906977,125965.11627906977
0,2011-07-08,174,5,14.597701149425287,128201.14942528735
0,2011-07-08,126,6,14.984126984126984,130317.46031746031
0,2011-07-08,112,7,13.794642857142858,120366.07142857143
0,2011-07-08,100,8,12.66,115850.0
0,2011-07-08,93,9,14.698924731182796,119268.81720430107
0,2011-07-08,69,10,15.144927536231885,123579.71014492754
0,2011-07-08,1,11,8.0,115000.0
0,2011-07-08,4,12,15.5,67500.0
0,2011-07-09,782,1,13.960358056265985,152189.25831202045
0,2011-07-09,370,2,14.113513513513514,157408.1081081081
0,2011-07-09,250,3,14.288,127948.0
0,2011-07-09,172,4,13.546511627906977,125965.11627906977
0,2011-07-09,174,5,14.597701149425287,128201.14942528735
0,2011-07-09,126,6,14.984126984126984,130317.46031746031
0,2011-07-09,112,7,13.794642857142858,120366.07142857143
0,2011-07-09,100,8,12.66,115850.0
0,2011-07-09,93,9,14.698924731182796,119268.81720430107
0,2011-07-09,69,10,15.144927536231885,123579.71014492754
0,2011-07-09,1,11,8.0,115000.0
0,2011-07-09,4,12,15.5,67500.0
0,2011-07-10,782,1,13.960358056265985,152189.25831202045
0,2011-07-10,370,2,14.113513513513514,157408.1081081081
0,2011-07-10,250,3,14.288,127948.0
0,2011-07-10,172,4,13.546511627906977,125965.11627906977
0,2011-07-10,174,5,14.597701149425287,128201.14942528735
0,2011-07-10,126,6,14.984126984126984,130317.46031746031
0,2011-07-10,112,7,13.794642857142858,120366.07142857143
0,2011-07-10,100,8,12.66,115850.0
0,2011-07-10,93,9,14.698924731182796,119268.81720430107
0,2011-07-10,69,10,15.144927536231885,123579.71014492754
0,2011-07-10,1,11,8.0,115000.0
0,2011-07-10,4,12,15.5,67500.0
0,2011-07-11,782,1,13.960358056265985,152189.25831202045
0,2011-07-11,370,2,14.113513513513514,157408.1081081081
0,2011-07-11,250,3,14.288,127948.0
0,2011-07-11,172,4,13.546511627906977,125965.11627906977
0,2011-07-11,174,5,14.597701149425287,128201.14942528735
0,2011-07-11,126,6,14.984126984126984,130317.46031746031
0,2011-07-11,112,7,13.794642857142858,120366.07142857143
0,2011-07-11,100,8,12.66,115850.0
0,2011-07-11,93,9,14.698924731182796,119268.81720430107
0,2011-07-11,69,10,15.144927536231885,123579.71014492754
0,2011-07-11,1,11,8.0,115000.0
0,2011-07-11,4,12,15.5,67500.0
0,2011-07-12,807,1,14.05824039653036,152406.44361833952
0,2011-07-12,390,2,14.097435897435897,157464.10256410256
0,2011-07-12,263,3,14.167300380228136,126585.55133079848
0,2011-07-12,180,4,13.433333333333334,124705.55555555556
0,2011-07-12,176,5,14.647727272727273,127948.86363636363
0,2011-07-12,128,6,15.1640625,130289.0625
0,2011-07-12,113,7,13.805309734513274,120150.4424778761
0,2011-07-12,105,8,12.352380952380953,113761.90476190476
0,2011-07-12,95,9,14.810526315789474,120431.57894736843
0,2011-07-12,74,10,15.04054054054054,123716.21621621621
0,2011-07-12,1,11,8.0,115000.0
0,2011-07-12,4,12,15.5,67500.0
0,2011-07-13,809,1,14.090234857849197,152689.74042027193
0,2011-07-13,392,2,14.071428571428571,157267.85714285713
0,2011-07-13,264,3,14.159090909090908,126659.09090909091
0,2011-07-13,182,4,13.489010989010989,124104.3956043956
0,2011-07-13,176,5,14.647727272727273,127948.86363636363
0,2011-07-13,128,6,15.1640625,130289.0625
0,2011-07-13,114,7,13.833333333333334,120605.26315789473
0,2011-07-13,105,8,12.352380952380953,113761.90476190476
0,2011-07-13,95,9,14.810526315789474,120431.57894736843
0,2011-07-13,74,10,15.04054054054054,123716.21621621621
0,2011-07-13,1,11,8.0,115000.0
0,2011-07-13,4,12,15.5,67500.0
0,2011-07-14,811,1,14.104808877928484,152559.80271270036
0,2011-07-14,392,2,14.071428571428571,157267.85714285713
0,2011-07-14,264,3,14.159090909090908,126659.09090909091
0,2011-07-14,182,4,13.489010989010989,124104.3956043956
0,2011-07-14,176,5,14.647727272727273,127948.86363636363
0,2011-07-14,128,6,15.1640625,130289.0625
0,2011-07-14,116,7,13.931034482758621,120353.44827586207
0,2011-07-14,105,8,12.352380952380953,113761.90476190476
0,2011-07-14,95,9,14.810526315789474,120431.57894736843
0,2011-07-14,74,10,15.04054054054054,123716.21621621621
0,2011-07-14,1,11,8.0,115000.0
0,2011-07-14,4,12,15.5,67500.0
0,2011-07-15,812,1,14.089901477832512,152418.71921182267
0,2011-07-15,392,2,14.071428571428571,157267.85714285713
0,2011-07-15,264,3,14.159090909090908,126659.09090909091
0,2011-07-15,182,4,13.489010989010989,124104.3956043956
0,2011-07-15,176,5,14.647727272727273,127948.86363636363
0,2011-07-15,128,6,15.1640625,130289.0625
0,2011-07-15,117,7,13.914529914529915,120606.83760683761
0,2011-07-15,105,8,12.352380952380953,113761.90476190476
0,2011-07-15,95,9,14.810526315789474,120431.57894736843
0,2011-07-15,74,10,15.04054054054054,123716.21621621621
0,2011-07-15,1,11,8.0,115000.0
0,2011-07-15,4,12,15.5,67500.0
0,2011-07-16,812,1,14.089901477832512,152418.71921182267
0,2011-07-16,392,2,14.071428571428571,157267.85714285713
0,2011-07-16,264,3,14.159090909090908,126659.09090909091
0,2011-07-16,182,4,13.489010989010989,124104.3956043956
0,2011-07-16,176,5,14.647727272727273,127948.86363636363
0,2011-07-16,128,6,15.1640625,130289.0625
0,2011-07-16,118,7,13.85593220338983,120737.28813559322
0,2011-07-16,105,8,12.352380952380953,113761.90476190476
0,2011-07-16,95,9,14.810526315789474,120431.57894736843
0,2011-07-16,74,10,15.04054054054054,123716.21621621621
0,2011-07-16,1,11,8.0,115000.0
0,2011-07-16,4,12,15.5,67500.0
0,2011-07-17,812,1,14.089901477832512,152418.71921182267
0,2011-07-17,392,2,14.071428571428571,157267.85714285713
0,2011-07-17,264,3,14.159090909090908,126659.09090909091
0,2011-07-17,182,4,13.489010989010989,124104.3956043956
0,2011-07-17,176,5,14.647727272727273,127948.86363636363
0,2011-07-17,128,6,15.1640625,130289.0625
0,2011-07-17,118,7,13.85593220338983,120737.28813559322
0,2011-07-17,105,8,12.352380952380953,113761.90476190476
0,2011-07-17,95,9,14.810526315789474,120431.57894736843
0,2011-07-17,74,10,15.04054054054054,123716.21621621621
0,2011-07-17,1,11,8.0,115000.0
0,2011-07-17,4,12,15.5,67500.0
0,2011-07-18,812,1,14.089901477832512,152418.71921182267
0,2011-07-18,392,2,14.071428571428571,157267.85714285713
0,2011-07-18,264,3,14.159090909090908,126659.09090909091
0,2011-07-18,182,4,13.489010989010989,124104.3956043956
0,2011-07-18,176,5,14.647727272727273,127948.86363636363
0,2011-07-18,128,6,15.1640625,130289.0625
0,2011-07-18,118,7,13.85593220338983,120737.28813559322
0,2011-07-18,105,8,12.352380952380953,113761.90476190476
0,2011-07-18,95,9,14.810526315789474,120431.57894736843
0,2011-07-18,74,10,15.04054054054054,123716.21621621621
0,2011-07-18,1,11,8.0,115000.0
0,2011-07-18,4,12,15.5,67500.0
0,2011-07-19,843,1,14.073546856465006,152413.99762752076
0,2011-07-19,405,2,14.074074074074074,156950.61728395062
0,2011-07-19,272,3,14.290441176470589,126455.88235294117
0,2011-07-19,189,4,13.677248677248677,125243.38624338624
0,2011-07-19,182,5,14.675824175824175,128285.71428571429
0,2011-07-19,130,6,15.13076923076923,129761.53846153847
0,2011-07-19,121,7,13.851239669421487,121090.90909090909
0,2011-07-19,109,8,12.541284403669724,114908.25688073394
0,2011-07-19,99,9,14.515151515151516,119505.0505050505
0,2011-07-19,80,10,15.175,125862.5
0,2011-07-19,1,11,8.0,115000.0
0,2011-07-19,4,12,15.5,67500.0
0,2011-07-20,847,1,14.049586776859504,152442.73907910273
0,2011-07-20,406,2,14.061576354679802,156763.54679802957
0,2011-07-20,272,3,14.290441176470589,126455.88235294117
0,2011-07-20,189,4,13.677248677248677,125243.38624338624
0,2011-07-20,182,5,14.675824175824175,128285.71428571429
0,2011-07-20,131,6,15.038167938931299,128938.93129770992
0,2011-07-20,121,7,13.851239669421487,121090.90909090909
0,2011-07-20,109,8,12.541284403669724,114908.25688073394
0,2011-07-20,99,9,14.515151515151516,119505.0505050505
0,2011-07-20,80,10,15.175,125862.5
0,2011-07-20,1,11,8.0,115000.0
0,2011-07-20,4,12,15.5,67500.0
0,2011-07-21,849,1,14.04829210836278,152647.82096584217
0,2011-07-21,407,2,14.071253071253071,156641.27764127764
0,2011-07-21,272,3,14.290441176470589,126455.88235294117
0,2011-07-21,189,4,13.677248677248677,125243.38624338624
0,2011-07-21,183,5,14.612021857923498,127830.60109289618
0,2011-07-21,132,6,15.075757575757576,129363.63636363637
0,2011-07-21,121,7,13.851239669421487,121090.90909090909
0,2011-07-21,109,8,12.541284403669724,114908.25688073394
0,2011-07-21,100,9,14.65,120750.0
0,2011-07-21,80,10,15.175,125862.5
0,2011-07-21,1,11,8.0,115000.0
0,2011-07-21,4,12,15.5,67500.0
0,2011-07-22,851,1,14.041128084606346,152594.5945945946
0,2011-07-22,407,2,14.071253071253071,156641.27764127764
0,2011-07-22,273,3,14.27838827838828,126340.65934065935
0,2011-07-22,189,4,13.677248677248677,125243.38624338624
0,2011-07-22,183,5,14.612021857923498,127830.60109289618
0,2011-07-22,132,6,15.075757575757576,129363.63636363637
0,2011-07-22,121,7,13.851239669421487,121090.90909090909
0,2011-07-22,109,8,12.541284403669724,114908.25688073394
0,2011-07-22,100,9,14.65,120750.0
0,2011-07-22,80,10,15.175,125862.5
0,2011-07-22,1,11,8.0,115000.0
0,2011-07-22,4,12,15.5,67500.0
0,2011-07-23,851,1,14.041128084606346,152594.5945945946
0,2011-07-23,407,2,14.071253071253071,156641.27764127764
0,2011-07-23,273,3,14.27838827838828,126340.65934065935
0,2011-07-23,189,4,13.677248677248677,125243.38624338624
0,2011-07-23,183,5,14.612021857923498,127830.60109289618
0,2011-07-23,132,6,15.075757575757576,129363.63636363637
0,2011-07-23,121,7,13.851239669421487,121090.90909090909
0,2011-07-23,109,8,12.541284403669724,114908.25688073394
0,2011-07-23,100,9,14.65,120750.0
0,2011-07-23,80,10,15.175,125862.5
0,2011-07-23,1,11,8.0,115000.0
0,2011-07-23,4,12,15.5,67500.0
0,2011-07-24,851,1,14.041128084606346,152594.5945945946
0,2011-07-24,407,2,14.071253071253071,156641.27764127764
0,2011-07-24,273,3,14.27838827838828,126340.65934065935
0,2011-07-24,189,4,13.677248677248677,125243.38624338624
0,2011-07-24,183,5,14.612021857923498,127830.60109289618
0,2011-07-24,132,6,15.075757575757576,129363.63636363637
0,2011-07-24,121,7,13.851239669421487,121090.90909090909
0,2011-07-24,109,8,12.541284403669724,114908.25688073394
0,2011-07-24,100,9,14.65,120750.0
0,2011-07-24,80,10,15.175,125862.5
0,2011-07-24,1,11,8.0,115000.0
0,2011-07-24,4,12,15.5,67500.0
0,2011-07-25,851,1,14.041128084606346,152594.5945945946
0,2011-07-25,407,2,14.071253071253071,156641.27764127764
0,2011-07-25,273,3,14.27838827838828,126340.65934065935
0,2011-07-25,189,4,13.677248677248677,125243.38624338624
